# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with Strauss code. 
1.47636246e+02,1.64654257e-03,1.93315268e+00,5.87862670e-01,3.40526725e+06
1.40778717e+02,3.29636247e-03,4.26657867e+00,4.84381914e-01,3.87201875e+06
1.40821503e+02,5.47440723e-03,4.79628468e+00,4.57532912e-01,1.26561500e+06
1.50967056e+02,8.38351715e-03,5.84752655e+00,7.61806369e-01,4.26845850e+06
1.53272614e+02,5.57233347e-03,3.05649471e+00,7.43554890e-01,5.94248100e+06
1.46067734e+02,3.13503671e+00,4.79383707e+00,9.03456032e-01,4.18617850e+06
1.56992188e+02,3.14055824e+00,4.34517384e+00,6.55266523e-01,4.51642050e+06
1.40827240e+02,3.13773155e+00,4.92842340e+00,5.96970975e-01,1.13501430e+07
1.41902756e+02,7.51782442e-03,3.15978438e-01,7.74606049e-01,8.02229350e+06
1.41679810e+02,3.13390732e+00,2.99406886e+00,4.47764605e-01,2.14937625e+06
1.45759262e+02,3.13123226e+00,5.36728859e+00,6.59743011e-01,2.77096375e+06
1.43111176e+02,2.24287249e-03,6.05273628e+00,5.37432611e-01,1.45388640e+07
1.58459747e+02,3.13756919e+00,5.87732363e+00,7.84065723e-01,6.33592900e+06
1.40239716e+02,2.11732667e-02,3.68751740e+00,5.18103719e-01,2.44745400e+06
1.40637589e+02,7.12059624e-03,4.06571388e+00,7.10296214e-01,5.21505150e+06
1.44926132e+02,1.13717336e-02,2.05535603e+00,7.07908988e-01,3.27062725e+06
1.40132278e+02,3.09740281e+00,1.11593831e+00,4.68035042e-01,1.80604450e+06
1.44345642e+02,5.36160916e-03,4.43726683e+00,6.59887135e-01,7.43773200e+06
1.53440842e+02,3.09430337e+00,3.84610701e+00,9.28349972e-01,4.81936000e+06
1.52062286e+02,3.13411617e+00,2.51892948e+00,5.99978805e-01,3.18011950e+06
1.40064514e+02,3.12558746e+00,3.49449039e+00,7.91356206e-01,2.58583400e+06
1.41394470e+02,7.05200387e-03,1.83571804e+00,4.29416329e-01,1.47056675e+06
1.58417938e+02,3.60206747e-03,5.76464891e+00,1.10912204e+00,6.55060450e+06
1.55530655e+02,7.87238125e-03,5.67481041e-01,7.83553898e-01,4.18206450e+06
1.47749756e+02,1.04843937e-02,1.04783535e+00,9.05401886e-01,3.57693300e+06
1.44837433e+02,3.14104676e+00,4.58236217e-01,7.18119621e-01,2.74291375e+06
1.46643509e+02,3.13590646e+00,5.71960545e+00,4.98246163e-01,1.50310475e+06
1.45732346e+02,5.67972241e-03,3.42492604e+00,5.86924076e-01,3.53093100e+06
1.40673309e+02,6.89032394e-03,3.01645231e+00,3.84669006e-01,1.27646100e+06
1.42380966e+02,3.13560486e+00,3.74815559e+00,5.32708943e-01,1.43466288e+06
1.40646851e+02,3.13632560e+00,1.90760708e+00,4.48856205e-01,3.87351475e+06
1.40591248e+02,3.14113975e+00,2.62432098e-02,1.05887079e+00,1.54933110e+07
1.41563110e+02,3.13489461e+00,5.81663561e+00,3.84589761e-01,8.19059312e+05
1.45020142e+02,1.64077710e-03,5.62221193e+00,4.94488776e-01,2.40145200e+06
1.43657166e+02,3.13644099e+00,5.20900583e+00,5.50452054e-01,8.48829700e+06
1.66558777e+02,3.13381243e+00,1.73900509e+00,7.81961739e-01,1.99397940e+07
1.40291351e+02,3.13510609e+00,5.14722300e+00,8.29272091e-01,4.49024050e+06
1.42639389e+02,4.74975025e-03,3.50106525e+00,6.36574626e-01,2.42314400e+06
1.46198883e+02,1.08078746e-02,7.77304173e-01,8.67922783e-01,8.78375700e+06
1.41294693e+02,1.21161630e-02,3.59602869e-01,4.26261336e-01,2.96693950e+06
1.47501877e+02,7.80029874e-03,3.38788986e+00,1.03972709e+00,4.16074650e+06
1.44283371e+02,3.94199509e-03,6.11439168e-01,4.56645072e-01,1.55733475e+06
1.45935303e+02,1.63578766e-03,8.73896599e-01,8.16757202e-01,6.01503700e+06
1.53456680e+02,3.14067125e+00,3.58188915e+00,1.52727389e+00,7.02670650e+06
1.43896729e+02,3.13923907e+00,1.06551838e+00,6.01805568e-01,7.26083000e+06
1.45102814e+02,3.13933611e+00,3.89314651e+00,4.05287564e-01,1.16650500e+06
1.48832092e+02,3.13345957e+00,2.35542965e+00,1.04855955e+00,9.31408800e+06
1.40460022e+02,8.69603548e-03,4.86613512e+00,8.94716918e-01,6.85803250e+06
1.42768448e+02,3.14038730e+00,1.01771951e+00,4.43167448e-01,1.65046062e+06
1.42932678e+02,8.39598756e-03,2.05179596e+00,4.48929340e-01,2.28439025e+06
1.40605438e+02,7.83926249e-03,6.09770012e+00,6.33267164e-01,4.05153875e+06
1.48020737e+02,3.07196868e-03,2.44558239e+00,5.40977180e-01,1.15902500e+06
1.41371582e+02,3.13476920e+00,3.23428965e+00,5.18024743e-01,1.17847300e+06
1.40065186e+02,2.52351956e-03,9.44878578e-01,7.22358942e-01,2.01623238e+06
1.40415131e+02,5.11523709e-03,2.00019741e+00,6.12081826e-01,3.92662275e+06
1.49001541e+02,7.40255695e-03,4.00009632e+00,5.81001282e-01,3.89408475e+06
1.44947693e+02,3.13489795e+00,5.05843115e+00,6.57233477e-01,3.56384300e+06
1.41506454e+02,1.08222682e-02,8.86767745e-01,5.47264576e-01,6.20689900e+06
1.48077469e+02,3.13704920e+00,2.43842602e+00,8.49619806e-01,4.39861050e+06
1.48857147e+02,7.63882138e-03,4.99256516e+00,5.02754986e-01,1.62091462e+06
1.43512939e+02,6.45562774e-04,1.91312945e+00,4.05432940e-01,1.17922100e+06
1.40239471e+02,1.36327958e+00,4.77587193e-01,5.29461086e-01,1.52169260e+07
1.49510254e+02,3.13905883e+00,3.06784916e+00,8.66694748e-01,7.24287800e+06
1.42787216e+02,9.05560330e-03,3.86923313e+00,1.05123973e+00,4.13157475e+06
1.42111786e+02,3.13193464e+00,3.97821903e+00,4.21466261e-01,1.00568519e+06
1.41576309e+02,3.13609648e+00,5.89479446e-01,7.36912012e-01,4.64507600e+06
1.43169952e+02,3.13132691e+00,2.62913799e+00,4.65770543e-01,5.16867600e+06
1.49401810e+02,3.14094353e+00,8.95590782e-01,1.02993643e+00,6.76079250e+06
1.42947144e+02,5.68471383e-03,3.60393620e+00,5.62562346e-01,3.67192900e+06
1.43131577e+02,4.61506331e-03,8.11776638e-01,4.04058009e-01,1.54798475e+06
1.40337296e+02,3.13002992e+00,4.45521545e+00,4.20138687e-01,2.38686600e+06
1.51945694e+02,5.43223089e-03,4.22075558e+00,9.81621504e-01,7.01885250e+06
1.40223618e+02,5.89985736e-02,1.45038652e+00,4.39569384e-01,2.28439025e+06
1.40127991e+02,1.32945459e-02,4.32129383e+00,5.74652851e-01,2.08168225e+06
1.40146423e+02,3.12623382e+00,1.01657115e-01,4.20916647e-01,4.96970800e+06
1.53729752e+02,3.13916183e+00,3.31688881e-01,5.42050779e-01,2.38387400e+06
1.90925964e+02,3.58509860e-04,3.87957573e-01,1.23899841e+00,1.44752840e+07
1.51866043e+02,1.54084724e-03,6.90523148e-01,7.03248858e-01,3.78525100e+06
1.44098312e+02,3.12935376e+00,1.20106030e+00,8.49640846e-01,4.57925250e+06
1.41110840e+02,5.66912116e-03,5.51339054e+00,5.45145810e-01,4.08931275e+06
1.57368759e+02,7.86183495e-03,1.97881603e+00,9.40696776e-01,7.85960350e+06
1.54126282e+02,3.14074874e+00,2.93078423e-01,4.71502334e-01,2.04203838e+06
1.40946411e+02,1.14876926e-02,5.06752443e+00,8.56002629e-01,3.94981075e+06
1.44729370e+02,5.82159171e-03,5.74133968e+00,6.07962191e-01,2.52898600e+06
1.40134583e+02,3.70673486e-03,5.13913774e+00,6.87050223e-01,3.25043125e+06
1.52003204e+02,3.13572311e+00,5.18263292e+00,6.28046632e-01,2.92692150e+06
1.50610336e+02,3.13570142e+00,3.00004959e+00,6.18511677e-01,4.40122850e+06
1.41481888e+02,4.72493703e-03,1.39964914e+00,4.63535398e-01,1.96836038e+06
1.45914841e+02,3.13728070e+00,4.33168745e+00,4.38722789e-01,2.44782800e+06
1.42565750e+02,6.80516660e-03,6.03965139e+00,6.18758082e-01,1.87673050e+06
1.44714020e+02,6.32148469e-03,3.16594124e+00,7.11821496e-01,7.79190950e+06
1.40931839e+02,2.19945004e-03,5.27051926e+00,4.90424633e-01,2.17406025e+06
1.48704636e+02,3.14082980e+00,4.60716248e-01,5.78990698e-01,3.57805500e+06
1.40753983e+02,3.13399196e+00,7.19576895e-01,5.90867937e-01,3.95841275e+06
1.49212799e+02,6.78292615e-03,2.28342533e+00,1.03648484e+00,6.09993500e+06
1.43422272e+02,3.13653159e+00,1.32518244e+00,7.26855516e-01,9.98915800e+06
1.44388657e+02,3.13522601e+00,2.17222118e+00,6.03652954e-01,6.13957900e+06
1.50868942e+02,2.27492093e-03,5.56655312e+00,9.13782239e-01,7.70027950e+06
1.45816513e+02,3.13742208e+00,5.40691566e+00,7.72724271e-01,5.41289750e+06
1.61828186e+02,5.52533288e-03,6.24837923e+00,8.65155399e-01,5.80559750e+06
1.43514587e+02,3.13739491e+00,3.41078281e-01,4.50058907e-01,1.25177700e+06
1.41627960e+02,4.64296341e-03,5.41408396e+00,7.09070385e-01,8.16740550e+06
1.40464279e+02,5.86222392e-03,1.83258057e+00,4.93315965e-01,1.47505475e+06
1.41483826e+02,3.13983893e+00,8.59949112e-01,5.49724519e-01,2.64978775e+06
1.49630188e+02,3.63517925e-03,4.34600735e+00,7.97335029e-01,4.47041850e+06
1.45327759e+02,1.63422874e-03,5.87723112e+00,5.45547068e-01,1.97808438e+06
1.40402313e+02,1.30780995e+00,1.26179755e+00,5.19637585e-01,1.25637720e+07
1.45952148e+02,4.15244652e-03,2.50524807e+00,6.71182513e-01,2.73954775e+06
1.40515396e+02,2.45545115e-02,1.38018489e+00,1.20396054e+00,6.32396100e+06
1.45098190e+02,3.14086461e+00,1.83604145e+00,7.57876396e-01,3.50736925e+06
1.42713913e+02,1.01390444e-02,3.72889376e+00,5.19562721e-01,2.11347225e+06
1.42937592e+02,5.05113835e-03,5.25868845e+00,4.15255308e-01,2.00127238e+06
1.41158539e+02,3.13921928e+00,1.27429962e-02,5.49271047e-01,1.72600862e+06
1.41466064e+02,3.13335156e+00,3.23170090e+00,5.77255070e-01,3.74822500e+06
1.41033569e+02,3.13096642e+00,1.67316484e+00,6.72731578e-01,1.68602800e+07
1.40305466e+02,3.13792562e+00,6.27978230e+00,5.34852684e-01,4.81300200e+06
1.40032394e+02,3.11647749e+00,3.86303544e+00,4.92255270e-01,4.30623250e+06
1.49733398e+02,3.14143968e+00,5.49288034e+00,6.45841002e-01,6.65644650e+06
1.44291138e+02,3.13533115e+00,4.54575634e+00,5.19437134e-01,2.07233225e+06
1.50964630e+02,3.13709188e+00,1.70063972e-01,7.57675529e-01,2.77545175e+06
1.56157593e+02,3.13606334e+00,4.13836193e+00,8.61649334e-01,6.35649900e+06
1.44920944e+02,2.80726911e-03,3.96212482e+00,6.66591763e-01,3.20442950e+06
1.40762665e+02,3.10811758e+00,4.61216831e+00,4.96034771e-01,1.96611638e+06
1.43045151e+02,3.13804388e+00,1.38500977e+00,4.76081550e-01,1.61941862e+06
1.42930328e+02,3.13804007e+00,2.43678546e+00,5.48812866e-01,6.53452250e+06
1.51679611e+02,4.78508696e-03,5.68213129e+00,5.57316422e-01,3.37646925e+06
1.55696533e+02,1.09279191e-03,4.52953625e+00,1.03250587e+00,1.15943650e+07
1.51495850e+02,6.16941135e-03,5.40436888e+00,7.96072006e-01,9.76101800e+06
1.43297470e+02,3.13600087e+00,2.97219300e+00,4.83529389e-01,2.39098000e+06
1.42405640e+02,2.94703012e-03,1.66734791e+00,7.92541325e-01,3.10980750e+06
1.43330353e+02,9.60104261e-03,2.90324211e-01,7.57776141e-01,8.27549100e+06
1.62390305e+02,3.13326287e+00,2.65197086e+00,6.45742834e-01,5.95968500e+06
1.41276321e+02,3.13390970e+00,3.79821110e+00,6.91975772e-01,4.94502400e+06
1.51227402e+02,3.58154485e-03,3.15625286e+00,1.01393414e+00,9.71389400e+06
1.40244659e+02,7.53782503e-03,2.85634589e+00,7.18634248e-01,4.35821850e+06
1.40512131e+02,3.13798690e+00,2.41408443e+00,4.29672629e-01,3.27885525e+06
1.40239807e+02,3.32857221e-01,2.11883855e+00,6.13592863e-01,9.24489800e+06
1.46422943e+02,2.74685700e-03,3.83462310e+00,1.08200276e+00,1.27320720e+07
1.40937729e+02,3.13142943e+00,2.25698757e+00,9.05610263e-01,6.84456850e+06
1.40541672e+02,8.91772006e-03,3.94991016e+00,5.05221784e-01,2.57087400e+06
1.58955322e+02,3.13892579e+00,5.72070360e+00,6.16969764e-01,5.34370750e+06
1.51044098e+02,3.14053488e+00,3.46206284e+00,8.44751596e-01,4.83245000e+06
1.52508926e+02,1.06239377e-03,1.99256802e+00,4.73954469e-01,2.36554800e+06
1.43028549e+02,3.13289404e+00,4.85547256e+00,5.35275102e-01,2.74927175e+06
1.53456009e+02,3.05306632e-03,5.22960424e+00,9.69916105e-01,6.61156650e+06
1.42756653e+02,3.13483977e+00,2.09550905e+00,3.70612770e-01,1.04458112e+06
1.49340622e+02,4.42024181e-03,1.95031166e-01,5.06740332e-01,2.48111400e+06
1.63733536e+02,3.13559365e+00,4.12150097e+00,1.26928174e+00,4.52240450e+06
1.40272537e+02,2.22573951e-02,4.97274113e+00,5.55402994e-01,1.67776262e+06
1.48171555e+02,5.88649604e-03,4.09281254e+00,6.51716948e-01,3.57768100e+06
1.43177704e+02,3.13063645e+00,2.72373271e+00,1.02882671e+00,7.37826600e+06
1.45732254e+02,4.36579017e-03,3.37853575e+00,5.98420739e-01,2.10973225e+06
1.41692749e+02,1.13558443e-02,2.38269734e+00,4.42493618e-01,1.48515275e+06
1.44004669e+02,3.13943958e+00,4.52492237e-01,5.65124452e-01,1.91600038e+06
1.40065872e+02,9.49989446e-03,1.85838640e+00,6.25374377e-01,2.13853025e+06
1.41181549e+02,1.18691400e-02,5.95804310e+00,7.46582568e-01,1.42965120e+07
1.48180878e+02,5.92665933e-03,6.16990232e+00,6.93264306e-01,8.98983100e+06
1.46819382e+02,1.11401547e-03,3.66590405e+00,5.12031555e-01,7.91158950e+06
1.46173325e+02,3.13773489e+00,3.60881710e+00,7.15450525e-01,4.77747200e+06
1.45528091e+02,3.13608885e+00,3.55267358e+00,5.18458366e-01,2.62959175e+06
1.41111298e+02,1.62440049e-03,3.03296566e+00,9.61411536e-01,6.77089050e+06
1.40242996e+02,7.78866978e-03,4.06620169e+00,6.42469525e-01,2.78143575e+06
1.53521194e+02,3.13429189e+00,5.79604483e+00,8.40652168e-01,5.35380550e+06
1.40749481e+02,2.51424089e-02,3.74623466e+00,4.69531685e-01,2.34273400e+06
1.51619293e+02,3.13790655e+00,6.04864550e+00,6.06018186e-01,2.67447175e+06
1.73975128e+02,3.13445401e+00,3.14149761e+00,8.72710228e-01,7.43212200e+06
1.42806595e+02,3.13835907e+00,1.62720013e+00,5.26940942e-01,8.86267100e+06
1.40726959e+02,5.92172099e-03,4.58155334e-01,1.09191406e+00,5.34445550e+06
1.41450363e+02,8.25737044e-03,3.63018131e+00,4.66620773e-01,1.43054888e+06
1.40179062e+02,3.04492903e+00,2.35473827e-01,4.40691352e-01,1.99828038e+06
1.40924240e+02,3.13760257e+00,5.40188837e+00,4.18810070e-01,1.89767450e+06
1.40015152e+02,8.81640092e-02,6.17656994e+00,4.23194528e-01,1.14855312e+06
1.46018951e+02,2.71711056e-03,3.37831116e+00,8.31910133e-01,3.34355725e+06
1.47915100e+02,3.13207936e+00,1.93011951e+00,1.14316154e+00,3.80320300e+06
1.43251251e+02,6.30706374e-04,2.69801235e+00,1.08564138e+00,1.06769430e+07
1.41610519e+02,6.34729024e-03,3.46159029e+00,8.24442923e-01,2.24661625e+06
1.41003845e+02,8.37645400e-03,2.65000671e-01,4.69905257e-01,2.97404550e+06
1.45130173e+02,7.04805320e-03,1.84388304e+00,6.31226301e-01,3.15319150e+06
1.41088928e+02,3.13083649e+00,3.67133999e+00,6.52427197e-01,3.60797500e+06
1.40104584e+02,6.57928316e-03,3.32552886e+00,7.03261375e-01,3.59114500e+06
1.41086334e+02,8.63842480e-03,5.92929840e-01,6.30728960e-01,3.15730550e+06
1.44513489e+02,3.13357210e+00,1.05350113e+00,5.06312788e-01,4.02423675e+06
1.58655930e+02,2.69260956e-03,5.65967607e+00,7.78163075e-01,2.94150750e+06
1.41672775e+02,3.13293815e+00,4.95261002e+00,6.26026452e-01,2.89139175e+06
1.42801697e+02,3.13733244e+00,3.11174035e+00,4.01793629e-01,2.21968825e+06
1.56668839e+02,1.76575081e-03,7.53355980e-01,5.83146751e-01,1.78323050e+06
1.47630737e+02,3.13597250e+00,3.70022774e-01,7.29062319e-01,5.04114200e+06
1.46169800e+02,3.34827509e-03,3.45898724e+00,4.21393394e-01,1.12611312e+06
1.41825256e+02,3.13169479e+00,5.29069042e+00,4.95580286e-01,1.10124210e+07
1.41273529e+02,7.53470371e-03,5.19062233e+00,5.86356521e-01,2.50542400e+06
1.43934006e+02,3.13600326e+00,6.08683538e+00,6.29160941e-01,2.68269975e+06
1.40224274e+02,3.13311768e+00,5.47124958e+00,4.41194355e-01,1.78397850e+06
1.64178696e+02,3.14157581e+00,3.60682583e+00,1.61070597e+00,7.70701150e+06
1.81725098e+02,1.90328632e-03,1.22069836e+00,1.11847794e+00,5.17166800e+06
1.47201599e+02,3.13866687e+00,5.81976461e+00,3.86972636e-01,8.21303312e+05
1.66201706e+02,5.49906166e-03,7.10042000e-01,7.19405115e-01,7.66100950e+06
1.43443756e+02,3.13320470e+00,2.69550395e+00,4.80995715e-01,2.47438200e+06
1.42557510e+02,3.12658358e+00,9.32893157e-01,8.73731375e-01,4.31932250e+06
1.42895737e+02,8.56380817e-03,4.39117372e-01,3.72883886e-01,1.15304100e+06
1.47405731e+02,2.05685850e-03,2.12919712e+00,6.54859841e-01,3.97599075e+06
1.46689255e+02,3.13963509e+00,3.57062054e+00,8.26185644e-01,4.43713250e+06
1.42177551e+02,3.13620377e+00,1.74736357e+00,5.43884158e-01,5.41775950e+06
1.47389511e+02,1.52075139e-03,4.40959358e+00,4.98394132e-01,2.60490775e+06
1.45658264e+02,3.13993263e+00,4.10245323e+00,8.06833625e-01,3.22499925e+06
1.60276398e+02,5.22415387e-03,4.56699991e+00,7.74596334e-01,1.18527980e+07
1.43797852e+02,3.13581967e+00,5.53727150e+00,7.17069149e-01,1.94666838e+06
1.52833160e+02,2.95670144e-03,2.10227013e-01,7.10273325e-01,7.39621800e+06
1.41686707e+02,3.13363910e+00,4.99467373e-01,7.86023676e-01,4.88406200e+06
1.41688507e+02,5.01583563e-03,1.44326404e-01,5.45131981e-01,2.72608375e+06
1.42807587e+02,5.42234571e-04,1.67877483e+00,8.49081337e-01,3.09409950e+06
1.40675079e+02,1.15305986e-02,1.03709102e+00,5.26394486e-01,1.06444050e+07
1.57689270e+02,1.09103639e-02,5.56349039e+00,7.04120457e-01,4.96110600e+06
1.40348190e+02,6.78980816e-03,2.57988334e+00,7.17763066e-01,4.44012450e+06
1.52137589e+02,3.13770962e+00,2.71618938e+00,6.46513641e-01,1.75555462e+06
1.44909103e+02,3.57679767e-03,2.22686195e+00,1.02034259e+00,8.65958900e+06
1.86024109e+02,5.83265815e-03,6.64572716e-01,1.34394693e+00,1.06459010e+07
1.41172470e+02,7.26458663e-03,3.70980263e+00,7.92699218e-01,3.73251700e+06
1.40988724e+02,3.13499665e+00,1.79321766e+00,4.51848209e-01,2.29448825e+06
1.44114471e+02,3.13718295e+00,5.35610676e+00,5.27186990e-01,2.49532600e+06
1.59940689e+02,3.12608409e+00,4.59701777e+00,9.01022971e-01,6.92834450e+06
1.60812256e+02,1.11971349e-02,1.27116203e-01,6.14908040e-01,2.89400975e+06
1.49276657e+02,3.13995504e+00,5.52833414e+00,1.12112522e+00,1.21568600e+07
1.40773315e+02,3.13932347e+00,5.65900803e-01,4.24362779e-01,1.97247438e+06
1.43257980e+02,3.75280576e-03,4.22388601e+00,6.18332565e-01,2.59630600e+06
1.40358734e+02,2.50120591e-02,2.39721775e+00,5.41416883e-01,5.19111600e+06
1.48467178e+02,5.27432375e-03,4.60258913e+00,7.19171941e-01,3.67043300e+06
1.54899796e+02,3.13502574e+00,2.80631161e+00,9.06784177e-01,4.22021250e+06
1.40767349e+02,4.79966961e-03,6.24760675e+00,4.05760288e-01,1.30787688e+06
1.44217819e+02,5.09280525e-03,1.15239143e+00,6.13513052e-01,1.87673050e+06
1.42573349e+02,3.13527203e+00,2.24781036e-03,5.34767449e-01,3.32074325e+06
1.41959686e+02,3.13690376e+00,3.91026020e-01,4.04706836e-01,9.13681250e+05
1.46882065e+02,6.28032256e-03,1.20803165e+00,1.01790857e+00,5.05797200e+06
1.46031036e+02,3.13594532e+00,5.06221294e-01,7.62660503e-01,4.87807800e+06
