# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with my code. 
140.140147,1.649663,4.533786,0.138552,34219100.721627
153.065055,0.002525,0.421410,0.441554,21826247.325103
142.173891,0.010880,3.749012,0.643225,21187455.871665
142.586635,0.061092,4.202554,0.751738,45135403.381519
140.410853,0.874347,1.510668,0.570499,38169285.341806
143.127106,0.007003,0.790345,0.643561,47343123.492570
142.879827,0.004325,3.570682,0.169803,27986396.054397
141.586469,3.131083,3.142644,0.260107,32092912.540817
140.293545,3.126679,2.324685,0.409000,41899932.149824
140.153933,2.273900,3.068666,0.119376,33031277.737942
140.017876,3.133903,2.868805,0.336405,29717266.573446
141.116232,0.003676,5.529153,0.545032,42356959.758786
140.008821,2.257366,3.783496,0.071170,29652938.628485
140.176558,1.818550,3.864669,0.163630,46907039.865688
140.016070,3.126287,5.523886,0.465933,30291356.082248
141.195713,0.004442,0.846321,0.599677,17348723.156153
140.147070,1.787219,3.728195,0.110604,33758707.115545
140.153445,2.868831,3.577412,0.080796,16706939.705275
140.894830,0.021839,4.457458,0.509551,50586822.717225
140.917262,0.000733,1.219234,0.489072,41625790.384383
141.902112,3.135326,1.624795,0.427936,42346113.768066
140.029953,2.669226,3.820413,0.210695,28180501.888318
148.083543,3.134793,5.274675,0.535205,22846892.451821
166.926470,3.140799,5.210406,0.660212,22416044.820462
145.139637,0.002392,2.487213,0.322424,21989311.185583
141.451996,3.136884,1.889924,1.132399,39349628.331892
141.257139,0.010060,3.868927,0.817318,21091337.953905
142.542358,3.137073,1.349837,0.599768,30060972.279367
142.130738,3.126262,0.501092,0.273716,19447235.360629
142.940121,3.139540,3.908517,0.633952,62014008.940000
140.702603,2.805448,2.017773,0.074533,17903738.681272
140.345205,3.138150,0.852075,0.537503,37007642.335721
146.936419,0.004070,5.623412,0.687360,79455110.017203
140.114913,0.667922,6.269561,0.143142,39964857.805495
140.262391,1.330838,6.115215,0.200258,47486739.369691
140.180488,2.045515,0.806449,0.074689,37284776.098602
140.077298,0.747635,1.921305,0.092041,24477905.056301
142.359460,0.010652,4.052454,0.894993,53122914.547318
142.195038,3.131143,5.525006,0.607664,47604549.268891
143.112284,0.008947,2.939906,0.322047,95420782.356799
143.714228,0.010191,6.092424,0.778533,37334144.056362
140.155330,1.070405,0.617842,0.082089,27626982.361916
140.030798,2.873481,0.929177,0.235580,43698870.610633
143.417462,3.134831,4.557206,0.513501,22327406.896302
140.122147,3.138168,1.902563,0.644495,19603567.226868
140.002932,0.815382,2.583164,0.073495,27774712.235516
140.548491,0.003451,3.303000,0.393198,25117444.509104
143.974928,0.007284,5.479226,0.345752,20481344.475826
140.408037,0.774079,2.496338,0.064225,28210795.862399
140.347735,1.269812,1.459472,0.202743,44601705.838157
140.063934,0.424363,3.815946,0.045026,17520763.008953
140.000652,2.458708,3.316700,0.201882,25766707.953587
146.219111,0.008746,5.122458,0.676700,49787211.401382
146.674741,0.005337,3.626504,0.267526,49371697.756900
151.903729,0.000349,3.299145,0.599367,37685329.755884
140.447132,0.424524,5.541196,0.068852,25452548.222385
142.346263,3.141467,1.980074,0.496844,16677019.730875
149.903802,3.139611,4.025109,0.757267,43726172.587273
141.202852,3.134752,4.781087,0.336779,74957015.865822
140.692599,3.094641,4.123341,0.386430,20737534.256626
143.856724,0.007593,3.188096,0.277675,74256140.465498
140.025915,1.293797,1.575006,0.111883,30715471.719371
141.933737,0.014604,4.175632,0.486081,38815182.789169
140.271093,3.136396,6.138624,0.479058,16599227.797435
140.163758,0.225474,0.861655,0.074251,30383734.003209
148.622984,3.132453,3.051480,1.314880,30477607.922889
141.277698,0.002147,4.498406,0.289888,31327335.195853
140.936324,0.007715,4.820133,0.602821,17635206.911033
140.050197,2.224334,5.517973,0.209479,25328380.328625
145.141155,3.136656,4.024327,0.662136,27819218.197437
141.372738,0.002882,3.378359,0.375640,20455164.498226
140.092260,0.030493,0.261943,0.260531,22189027.014702
140.169619,2.382789,3.433408,0.091285,34338780.619228
140.030704,2.760412,0.918953,0.039533,15062463.112319
140.067126,2.765174,1.727208,0.094689,17898876.685432
140.586229,3.134433,5.070471,0.382435,31402135.131854
140.150420,0.692596,0.590063,0.092811,32095530.538577
140.085312,1.091625,1.983449,0.313913,33241839.557783
143.522096,3.136663,6.143912,1.117993,39910627.851894
143.397031,0.006279,5.804480,0.327821,26933960.954872
140.064152,0.002319,1.002881,0.541002,31442153.097614
141.927788,3.134109,4.221079,0.141466,13011822.866884
142.139498,0.006494,1.031320,0.297142,11489644.169285
140.150028,0.009017,2.084670,0.388054,15182143.009919
141.640077,3.128603,5.758968,0.562756,53327118.372598
140.159966,0.495591,3.758168,0.449767,37580235.845803
162.819859,3.137468,3.655552,1.070358,35932393.255715
149.063677,0.000155,1.889385,0.536247,51380450.038189
147.889499,0.008377,1.698026,0.405102,63697755.499368
151.451614,3.139492,0.702866,0.563720,52868968.764596
140.827675,0.005400,0.235972,0.520808,71537910.791245
140.371171,1.423851,2.131265,0.101861,42403709.718786
141.009538,3.135244,1.498259,0.381841,35273779.819232
141.761239,0.011079,3.729580,0.874079,15831780.454077
147.691349,0.003297,6.139126,0.901036,29688468.598086
140.280838,3.118804,1.320569,0.457430,48600884.416416
140.188555,1.417338,3.246996,0.180130,51087608.288748
144.208611,0.005378,1.900509,0.322687,16620919.778875
206.016225,3.132604,3.420043,1.597749,25513510.170226
141.773456,3.137678,0.598185,0.533087,27888034.138557
140.210879,2.165696,2.174749,0.101608,27359572.590714
140.310717,1.339303,5.209178,0.066691,23082512.250220
142.334353,3.132122,4.257165,0.520664,35479105.643553
153.903792,0.003218,1.096494,0.520652,35364287.741793
140.187679,0.945762,3.960785,0.085321,34099046.824347
162.716909,0.049167,4.617450,0.830829,36656830.635879
140.256784,3.127353,5.842470,0.204855,19704173.140788
140.558391,3.131797,0.181785,0.550178,20362038.577906
140.407817,2.848973,4.391189,0.255580,30048256.290247
143.656247,0.006507,4.745127,0.816182,31008687.468492
140.087474,2.502192,1.504056,0.619461,65464903.987376
140.025784,2.721814,1.505954,0.102888,31987818.630737
140.102926,3.114654,3.268929,0.243928,30425995.967049
140.614955,1.859355,5.394249,0.164976,34571408.420189
140.174650,3.118469,3.223528,0.611020,72536863.936530
143.753332,3.134852,2.845508,0.417779,46533788.185046
140.443951,0.005731,4.765477,0.303671,11602966.072326
152.529598,3.141172,2.813724,0.544577,20520988.441906
144.930081,3.135924,3.530730,0.480874,32475888.213139
157.865887,0.002192,5.463034,1.011534,33011829.754581
140.495680,0.139326,2.651991,0.175966,41249172.706621
151.046208,3.139276,6.202237,0.468013,29043319.150083
140.480636,0.009508,4.889348,0.519462,37518151.898923
140.136984,2.062626,0.658070,0.256625,40691539.183738
140.185443,2.752682,4.412010,0.276034,39637982.085173
140.150758,2.142932,2.344130,0.483792,51732757.736751
140.302349,0.072306,5.508239,0.033686,5221035.532799
140.287786,3.141361,1.358869,0.200203,29252758.970884
140.231191,1.125923,3.582389,0.162798,59679128.937749
146.743635,3.135597,4.980264,0.228648,16032244.282557
140.516540,3.125806,6.095511,0.416409,20802610.200945
140.215430,1.687657,4.353046,0.738473,117993907.042355
143.840168,3.128939,5.028545,0.764650,16180348.155836
142.639788,3.138557,5.425068,0.292989,22131805.063662
141.077724,3.131819,0.605105,0.296711,42490851.644227
140.974801,0.008923,2.440572,0.414146,19033591.714550
142.646735,3.134041,5.409720,0.390533,20485084.472626
149.390475,0.003712,1.117808,0.457554,73909816.761817
140.076786,1.496543,5.241424,0.088502,24274075.230700
140.093060,1.561254,3.310824,0.074199,24965974.638703
140.261961,0.005691,1.942584,0.551095,20688914.298226
140.126727,3.130986,1.495145,0.347188,42081695.994305
141.104508,3.139884,4.771041,0.391159,25503786.178546
145.628577,0.005915,1.809605,0.581465,41086482.845820
140.338860,3.138071,0.363821,0.342110,33453149.376984
143.154675,3.138857,5.228961,0.560291,42576871.570627
140.675994,0.017468,4.555969,0.288619,33645385.212504
142.430881,0.008560,0.148124,0.916423,34160756.771547
140.009352,3.076926,0.028962,0.305534,18438932.223351
140.502681,1.751498,0.183934,0.207033,25427116.244145
140.429480,2.683796,6.220048,0.163856,36101815.110756
141.603872,3.130645,6.007131,0.477923,38624816.952048
142.058350,0.004850,4.550407,0.474504,28931493.245762
140.467235,0.026117,0.995721,0.429918,35975403.218916
145.421797,0.003943,0.629035,0.338414,17008757.447034
146.785893,3.133106,0.315709,0.877226,24017885.449899
140.201738,2.294608,1.555897,0.239766,45643668.946642
141.580041,3.134887,0.058559,0.399142,21261881.807984
140.433811,1.445610,6.186210,0.087543,30206084.155208
144.814734,0.004825,4.905808,0.409349,21972481.199983
140.481027,3.132813,4.522971,0.389362,21874867.283503
148.246307,0.008856,6.071063,0.708286,29822734.483206
141.965169,3.134551,3.009266,0.714273,22702154.575661
140.444252,1.494777,4.421842,0.120771,24162623.326059
153.570589,0.004311,4.039787,1.199899,65990747.537459
151.931399,0.003940,2.116808,0.928937,39575524.138613
140.059158,0.430368,1.616865,0.240662,23055584.273260
142.173329,3.131208,0.301635,0.402682,66124639.422900
141.343310,0.021968,3.882168,0.229181,43213419.025990
140.213299,3.003773,3.438261,0.164267,46779505.974807
140.618611,3.137323,6.179784,0.608847,23808445.629098
143.185639,3.139564,1.350928,0.322237,18645754.046390
141.618928,0.015660,3.968028,0.423936,27770972.238716
149.592893,3.136911,5.004740,0.661081,33745991.126425
140.130932,3.126296,5.194546,0.694900,29422554.825604
140.367897,3.128228,3.297025,0.263617,78861572.525040
140.646589,1.484959,2.878349,0.149790,55296974.687168
140.111019,3.007365,5.926188,0.071900,16472441.905916
147.812002,0.001000,3.577795,0.417424,39569914.143413
143.379983,0.006465,5.222077,0.477831,38472973.081968
142.204600,0.011734,4.148258,0.398864,21538641.571184
142.634923,3.138774,5.329055,0.736081,48509628.494495
140.613746,0.925560,2.016068,0.358095,65284636.141616
146.162721,0.012437,5.614659,1.114245,71875632.502287
140.057941,2.120307,3.297771,0.185628,34566172.424669
140.337104,1.976573,1.100422,0.433389,55895748.174851
142.365894,0.008853,2.594520,0.964783,78593414.754479
140.670616,3.114434,2.871404,0.240057,63726553.474728
148.096793,3.138965,0.140118,0.716964,31525929.025934
140.256614,0.005836,2.553750,0.349166,25238994.405104
159.679326,3.139994,5.588924,0.634033,21182219.876145
148.687040,3.137200,1.768867,0.624885,17864094.715192
146.251496,0.001496,5.423130,0.627558,19647325.189428
140.546884,3.134120,0.544450,0.710917,40134279.660535
140.473900,1.120128,3.513285,0.174993,37797903.659564
154.314999,0.009424,1.518329,0.483990,48947956.119458
140.216039,1.419096,2.486090,0.124460,31548369.006734
140.283656,2.332621,5.904997,0.255672,72543595.930770
145.302052,0.007338,4.176013,0.802363,42469159.662787
154.578119,0.004669,1.549891,0.622454,55151114.811967
147.190764,0.004362,2.634100,0.945788,80994866.699771
140.937344,3.114940,3.796146,0.325625,14628623.483520
140.321442,0.027410,5.159883,0.272901,46260394.418965
140.003533,2.202351,0.661676,0.551726,53286726.407158
144.974308,3.140630,5.550565,0.615589,74889695.923421
155.934766,3.135985,0.811814,0.493595,37025220.320681
146.963769,0.019072,1.239579,0.656933,27405948.551035
140.073313,2.347735,4.769816,0.114785,19994770.892147
141.391298,0.006163,1.491479,0.882393,40418145.417657
147.622938,3.139878,2.710078,0.459747,30394953.993609
140.034527,2.859865,4.587616,0.037944,8061563.102401
148.317717,3.137258,1.333335,0.625061,29281556.946244
140.071004,2.056936,2.210645,0.061856,18112430.502712
141.451610,0.003307,2.792195,0.434107,57931802.432780
140.562281,3.137127,4.453347,0.305274,20594292.379186
140.055351,1.014437,5.316937,0.178502,38311779.219887
152.085218,0.004629,1.725339,0.782642,64384044.912171
140.358240,2.076851,1.600648,0.046924,7903735.237441
141.695745,0.006563,1.103714,0.632925,25141380.488624
153.700918,3.135911,1.330629,0.552020,62744804.314723
159.898216,0.006268,5.107828,0.988447,17913088.673272
140.976349,0.003629,4.036374,0.383072,40454049.386937
152.844633,0.005862,2.842478,0.848822,42245507.854146
146.143610,0.006054,3.535521,0.405828,22900000.406381
140.399246,0.809793,5.930595,0.270120,32914963.837461
140.191137,3.106889,1.868458,0.365144,32606414.101460
140.296433,0.012736,0.315981,0.352804,37952739.527085
142.614914,0.007511,4.649903,0.423160,40132035.662455
140.348712,0.470651,1.862527,0.233674,30006368.326087
140.619204,0.012145,4.461603,0.437201,25262930.384624
172.551955,0.010183,1.393616,1.100360,23516351.879019
140.281582,0.791541,5.183448,0.046537,16870377.565435
141.171927,3.133021,4.093678,0.630634,37093288.262441
141.840466,0.010320,0.656965,0.465291,60088658.587351
141.697732,0.014213,1.389009,0.742989,56890213.323975
140.062609,0.698572,0.637147,0.208127,72291520.146449
142.914989,3.134000,5.946059,0.428646,27214086.715194
149.843458,3.141030,1.103841,0.632807,24471921.061421
144.825648,0.004564,0.732921,0.886878,42655785.503108
141.975591,3.136458,6.240687,0.630780,16874865.561595
140.028111,2.444088,2.836653,0.230369,61676661.228638
143.304640,3.136599,1.549710,0.370228,17544698.988473
141.048415,3.134731,1.927823,0.791380,35561759.572834
140.351530,3.101746,3.289295,0.122531,27697294.301756
140.092057,3.131114,0.846606,0.318042,16130980.198076
140.045164,0.061283,5.175811,0.301742,25057230.560623
140.143176,1.477321,0.745234,0.068388,29222090.997123
142.980033,3.138489,3.771882,0.573807,53208186.474358
140.454312,3.134507,4.852699,0.304600,17264199.228474
145.056599,0.005918,4.009228,0.688964,23429583.953259
140.118226,3.115894,0.027372,0.303540,21558089.554544
140.233616,0.868876,4.225994,0.149894,23959915.499498
140.118490,3.112691,1.469550,0.153889,31707692.870415
140.952908,3.135690,4.810689,0.815469,43602378.693192
148.217493,3.133853,1.363125,0.487921,44696327.757197
151.539719,3.137562,1.665513,0.460118,36019535.181156
140.538850,3.131927,5.518277,0.313911,23246698.109740
140.185738,2.590063,2.066983,0.258857,33092613.685462
147.796228,3.136368,4.968531,0.390120,31427941.109774
140.325393,0.013556,4.509914,0.343556,28652489.484481
143.240187,3.140209,2.976509,0.728523,47664389.217691
140.404292,1.065761,3.551911,0.052141,24108019.372779
140.001103,1.041617,2.784551,0.135281,34590108.404189
140.117656,1.409968,1.641806,0.173894,27021102.880313
140.184860,2.103542,3.771357,0.088442,31709188.869135
140.604065,0.013044,0.572127,0.313987,60635446.119513
143.895794,3.136336,5.275716,1.023613,41144826.795900
140.430572,2.441863,2.193190,0.143572,33289711.516823
141.295893,0.007415,2.458725,0.327901,29901648.415687
145.282495,3.134000,0.469700,0.752146,55359058.634048
140.001273,0.096877,4.286824,0.280008,44981315.513359
144.509591,0.008496,6.042075,0.544248,50483598.805545
142.317571,0.000570,2.026402,0.420302,28702979.441281
148.781699,3.139548,2.517458,0.489369,23029404.295660
143.778005,0.003453,1.327557,0.691289,54057913.747322
152.517178,0.004717,2.876857,0.556815,33924388.973786
140.042111,2.117766,4.274901,0.090494,25124550.503024
141.568048,0.000547,2.977785,0.509452,29299882.930564
162.590362,0.003885,1.046631,0.840277,52982664.667317
145.337919,3.136215,1.180194,0.428569,25991481.761268
140.056237,1.867809,4.037083,0.122820,32137792.502417
140.540286,3.131476,1.916773,0.362915,34433776.537948
150.555782,3.127981,1.831689,0.816018,50098379.135143
142.219657,0.009619,4.242092,0.774145,32749655.978900
141.062234,3.137086,4.807738,0.366001,27594070.390076
140.072939,0.517082,1.519209,0.142891,26216629.568629
146.488265,0.003330,5.156345,0.779315,35867691.311075
156.677239,3.141171,1.717188,1.061666,28850709.314882
140.009378,0.119510,4.888156,0.089438,24165615.323499
144.356884,3.135830,1.741323,0.436476,56538279.625094
143.579814,3.136756,5.228004,0.519374,26415971.398070
146.212869,0.004944,5.303683,0.347774,22888032.416621
144.161876,0.008034,4.631875,0.454468,24009283.457258
140.049718,0.330428,0.530597,0.046867,18224256.407031
143.687582,0.003089,3.943562,0.392088,34397124.569308
162.610398,3.136203,1.812971,1.289184,24208999.286379
140.059953,1.451742,5.980035,0.083698,24664156.896942
142.220130,3.136853,1.206724,0.490472,33328981.483223
141.530398,3.139654,2.916407,0.518329,21706193.427823
141.833358,0.006997,5.732019,0.350169,55169814.795967
141.590760,3.135336,1.331290,0.333286,18424720.235511
173.658259,0.019948,2.486317,0.848739,69587502.460036
154.465558,0.000196,5.197692,0.656660,46827377.933847
145.989065,0.004925,3.231096,0.722005,34600206.395549
140.369689,0.273285,0.000412,0.254591,33275125.529303
142.628123,0.004936,1.642762,0.356220,16993423.460154
144.252092,3.128837,1.872107,0.719164,94583397.073275
158.745716,0.005101,1.361528,1.025817,42473647.658947
147.827571,0.005004,1.872539,0.469790,12498695.305925
140.244482,3.137640,5.830833,0.488485,52862984.769716
140.032261,0.515788,0.893344,0.096060,30503413.900809
140.179707,2.857719,1.664832,0.058501,12881670.978244
140.392934,1.254751,5.691727,0.271491,50525486.769705
145.819476,3.139751,3.919049,0.795723,66156803.395380
140.402890,3.087330,2.238316,0.042783,15325758.887038
140.186011,0.015368,1.928050,0.542314,31337059.187533
158.684884,0.005410,2.292113,0.678937,30577465.837450
145.995006,3.133256,4.995171,0.537984,31566694.991055
140.403854,1.668524,1.128298,0.076508,46583156.142806
146.397259,0.007885,2.676152,0.651484,27180800.743674
140.739527,3.136524,5.419775,0.693694,25929397.814388
140.464597,0.008100,0.871283,0.963981,64005183.236329
140.140743,3.133099,4.059541,0.488144,66802700.842743
140.843195,0.017713,5.535909,0.366186,30076680.265927
140.331567,0.623579,3.032881,0.065602,17284395.211194
150.392532,0.005764,5.131996,0.750465,29862752.448966
144.309443,3.136756,4.940082,0.896100,19027233.719990
145.395391,3.137220,2.611715,1.058707,39430038.263092
161.686897,0.001008,3.287200,0.842012,42612775.539907
143.949440,3.137099,3.977579,0.478954,53930753.856121
145.128243,0.005759,3.582669,0.579592,79206026.230322
141.856218,3.138823,1.838470,0.785438,36914890.415080
141.019671,0.012163,3.277575,0.335759,36654960.637479
140.293533,2.900954,4.349656,0.209392,24081839.395179
164.572181,0.004857,4.757053,0.825485,55178042.788927
140.287324,1.356841,1.634472,0.158373,44528027.901196
148.590384,0.003802,1.530710,0.823232,19794681.063348
141.690636,3.129316,0.202111,0.444782,22951238.362540
140.512233,2.253863,5.904886,0.045071,18099714.513592
142.903928,0.023166,1.232658,0.594306,42794165.384708
140.270811,0.016628,0.222351,0.438816,14463315.624960
140.321678,2.550459,2.723209,0.197597,41437294.545662
140.338643,1.061489,5.167823,0.143118,44898287.584398
140.018147,1.110663,0.334656,0.167517,25720331.993267
140.044849,1.788091,4.673393,0.052649,22617256.648301
140.141611,2.806023,3.800196,0.161039,35819071.352675
152.549819,0.001600,0.053119,0.884675,41809050.227583
150.310006,0.004639,3.207557,0.899675,75088663.753182
140.736725,3.123531,5.265514,0.780731,38798352.803569
140.241880,3.102580,5.609879,0.650203,29137567.069443
140.026365,3.122620,6.119793,0.522428,27993502.048318
165.393101,3.140545,4.640137,0.804182,22707764.570861
144.217099,0.004079,4.171611,0.564872,18290080.350711
140.578942,0.028526,1.099492,0.439415,20929770.092145
141.047469,3.137671,2.184744,0.273421,29421058.826884
141.820852,0.005715,2.994030,0.348063,34905764.134111
140.679040,0.013668,5.236714,0.425335,46338934.351765
140.104100,1.353357,3.922201,0.324657,75274915.593823
141.209961,3.140423,0.254865,0.986159,48427348.564895
140.884436,3.136596,4.862623,0.342435,18296064.345591
150.102098,0.008144,3.531602,0.801862,22782938.506541
141.442682,3.130885,4.825753,0.613988,16923485.519994
145.716163,3.134278,0.905373,0.805935,25857589.875827
144.493196,3.139211,4.716558,0.604947,40692661.182778
148.722469,0.002655,3.197100,1.079346,42794539.384388
147.743094,0.003875,5.797557,0.517022,27291878.648634
142.858668,0.010078,0.905063,0.521347,25036660.578223
140.133274,2.106871,2.894405,0.106867,39009662.622770
148.645060,3.140337,2.811483,0.831121,31546499.008334
140.482822,2.894582,2.022840,0.141670,29090069.110083
142.593719,3.132811,5.196282,0.409860,24741948.830382
151.989032,0.005442,5.881960,0.725897,71612710.727246
142.149604,0.006675,6.109212,0.853883,19946898.933107
140.018567,1.226553,3.452998,0.182250,37162852.202921
143.622705,0.009885,4.597265,0.438335,17800140.769912
141.298865,0.007822,5.429843,0.654983,38931870.689330
140.279099,0.637219,5.538292,0.147568,36577168.704039
166.228875,0.000330,3.517639,0.980026,39766263.975414
140.953782,0.007168,1.234925,0.492302,60778313.997274
141.055526,3.118367,3.197106,0.237143,16762665.657595
140.771957,3.104312,5.671394,0.099124,33517851.321624
143.283317,3.135907,5.890675,0.399353,23420981.960619
143.082646,3.131249,4.641203,0.337750,52358833.201074
140.284013,0.110944,4.873621,0.083458,18481568.186871
147.552531,0.002249,5.546951,0.793102,26906284.978552
140.002003,2.683024,2.121391,0.266796,27825576.191997
152.329293,3.133852,2.394148,0.586298,35560263.574114
145.156429,3.138082,5.625553,0.507166,26004197.750388
142.220096,3.136221,5.831203,0.492407,25663858.041586
142.101143,0.006022,2.667569,0.890583,36540516.735398
166.456426,3.139339,2.045377,0.985639,38953562.670770
146.238099,3.138020,5.942063,0.662265,58960675.552465
155.891882,0.007501,5.382783,0.616182,20743892.251186
140.079486,1.224441,3.509232,0.132550,52052153.463472
140.158302,0.011749,1.583810,0.326376,60103992.574231
140.213698,0.641668,3.203302,0.184842,28877637.291842
142.436757,0.004664,2.544816,0.886364,16733119.682875
144.862069,3.136293,0.119500,0.568514,29062019.134083
150.520143,0.005705,6.066564,0.864387,47388751.453530
148.694016,3.141339,6.153168,0.763212,45775316.834002
142.219995,3.132891,5.572484,1.180947,68765451.163392
141.329819,3.134921,2.747734,0.390346,31654584.915855
140.352046,3.132301,3.816986,0.333423,21363235.721264
140.018202,0.914599,4.624674,0.144409,38882876.731250
140.247849,0.939000,0.848922,0.240857,43561986.727752
140.231329,2.345443,2.147386,0.378314,55818330.241090
141.323255,0.007361,2.040750,0.583770,20050122.844787
140.794452,0.013078,0.308737,0.220918,29770000.528326
146.609017,3.138744,5.392239,0.531099,32983405.778901
140.286106,0.363448,0.058907,0.102708,29226578.993283
141.856566,3.140938,0.546393,0.498263,31746214.837455
140.609404,3.126467,4.876904,0.540814,40501173.346617
154.166787,3.137727,0.659082,1.212306,22860730.439981
140.001200,0.148350,5.813421,0.105290,21154917.899505
148.280650,3.140778,3.283133,0.436140,40558769.297338
140.323505,0.160744,4.144634,0.162148,30954083.515212
140.433224,3.138028,1.550650,0.945038,47007645.779608
141.183340,0.005357,6.261531,0.314119,22434744.804462
142.394066,0.001862,0.098993,0.408354,55591312.435329
145.508052,0.002357,3.399767,0.905394,50396456.880104
140.085086,2.344887,5.061324,0.177875,46920503.854168
140.569213,0.487959,2.183357,0.226744,18242208.391671
151.977447,0.007250,4.501614,1.200303,32137792.502417
140.418010,0.012949,3.745630,0.326815,25290606.360945
140.062146,0.699726,0.680501,0.257543,52600062.994675
146.876228,0.005122,2.018939,0.697120,30911073.552011
140.306326,1.797529,0.541991,0.151319,38173399.338286
158.121643,3.140312,1.926186,0.720625,59576653.025428
140.806534,3.136322,0.380013,0.585146,33302801.505623
140.050939,0.117205,1.954917,0.300921,13226872.682883
140.890862,3.131359,1.671641,0.574971,30057980.281927
140.119421,2.042035,1.654135,0.105266,46055442.594324
145.180894,3.134154,5.139924,1.260851,43096731.125830
143.249559,0.004938,0.703307,0.538809,33431831.395223
140.640349,3.134819,4.008973,0.264815,30443199.952329
140.661699,2.737671,4.390403,0.286599,21971733.200623
143.863078,0.015853,5.375634,0.907333,35391963.718113
140.252657,0.005412,4.405666,0.514630,42038686.031105
140.164605,3.129606,5.248577,0.701213,39978695.793655
140.444278,0.085062,2.037360,0.527891,47476641.378331
141.126192,3.129312,4.615437,0.655868,29353364.884804
145.699817,0.003251,4.606749,0.612918,82222333.649536
140.345595,3.127132,0.715383,0.466452,38490925.066608
141.075963,0.006368,0.140149,0.601773,22683080.591981
141.794571,0.017443,0.551396,0.229361,21581651.534384
140.012816,3.119881,1.210172,0.246115,50279768.979944
148.675266,0.006566,2.215853,0.757084,26875243.005112
140.061321,3.136663,1.188092,0.244926,46594002.133526
142.657292,3.138346,4.437630,0.402261,42873827.316549
140.462357,3.137022,6.256512,0.425665,19519791.298548
140.044126,2.263335,3.722268,0.243260,33662215.198105
174.345892,0.007416,3.955231,1.132096,16568933.823355
140.039511,0.938464,2.261291,0.058848,23226128.127340
145.621125,3.136910,3.621291,0.458764,44049308.310794
140.178500,2.813900,4.089714,0.055359,20302198.629107
140.129454,1.193507,3.470827,0.212178,47575003.294171
157.183450,0.006463,4.177739,0.572478,28645009.490881
140.144019,3.087071,2.009272,0.100722,31538645.015054
144.961474,0.006701,2.242927,0.803311,32139288.501137
144.539162,0.007344,4.621904,0.450857,36364362.886117
140.361288,0.013649,1.307374,0.601186,75887527.069666
140.075765,1.369419,6.123262,0.204628,31633640.933775
141.116088,0.002743,5.836774,0.304025,13474086.471363
140.169793,1.994189,3.307950,0.411922,84882593.373389
141.228743,3.139234,4.379905,0.450167,31555101.000975
146.160828,0.004223,3.381604,0.506601,37279166.103402
146.839014,0.005689,2.876295,0.737409,37377154.019562
147.235208,0.008432,1.810559,1.138352,68266909.589950
140.088942,1.686434,1.952911,0.162823,26195685.586549
141.635597,0.003083,4.619956,0.519606,21317233.760624
141.200152,3.122955,3.302981,0.509554,24208999.286379
140.208893,0.014601,0.114191,0.240453,51792971.685231
143.085456,0.004000,2.383463,0.702682,38744496.849649
145.050270,0.003222,5.587854,0.657137,20697890.290546
148.564509,3.139621,3.818490,0.697204,23578061.826219
140.296879,0.063327,3.856451,0.170102,30007864.324807
149.359441,0.008851,5.925108,0.942258,72261974.171729
150.934369,0.000656,2.331513,0.422116,23315140.051180
142.477390,3.131681,6.156632,0.439016,27762744.245756
140.561659,2.878192,0.869312,0.176215,26037109.722228
140.159563,3.115315,6.138588,0.081338,15458154.773758
141.379271,3.126746,1.363932,0.422955,39826851.923574
140.815096,3.110689,2.004573,0.297405,37144900.218281
144.463787,0.005779,5.996640,0.517791,35132033.940512
142.028337,3.136555,0.465189,0.604330,48566850.445536
141.777015,3.135423,4.825537,0.529997,21170625.886065
140.465473,1.002244,5.065340,0.367490,37250368.128042
144.118034,0.007914,1.122141,0.494089,24510069.028781
140.295892,0.080322,0.762148,0.039617,4077344.511360
141.191490,0.009006,2.099685,0.672825,25489948.190386
145.101910,0.003371,2.780436,0.356174,13372732.558083
140.063749,3.096966,4.094587,0.928919,59994410.667990
144.022114,3.136378,3.858319,0.642586,40154849.642936
140.111641,0.001859,4.094537,0.748549,26484413.339510
140.021258,2.802059,3.111937,0.214516,60635820.119193
141.197176,0.005732,2.062340,0.655699,106523336.857026
163.376383,3.139651,5.747655,0.807135,25287240.363825
143.754723,3.139537,4.050588,0.526086,25957821.790068
148.111919,0.000585,2.486581,0.544113,20296962.633587
144.459662,3.140851,6.217130,0.843414,29293524.936004
140.132943,1.265438,3.054575,0.182986,38474469.080688
142.423221,0.007865,1.269223,0.532989,20199348.717107
140.180980,3.118828,0.744216,0.579463,42214465.880705
145.538844,0.005114,2.585493,0.384005,43333472.923271
141.705492,3.128767,2.418995,0.377123,32761997.968340
169.776644,3.138181,1.467115,1.372080,80562149.070009
149.734184,3.138685,1.415597,0.514662,28908679.265282
140.588219,3.109047,4.546842,0.418609,55148496.814207
140.035491,3.131934,0.806586,0.340275,42194269.897985
140.154413,0.468598,6.165152,0.338286,49012658.064098
150.224926,3.137639,4.069131,0.499470,35713603.442914
140.944705,3.139067,1.749964,0.577743,25552406.136946
140.185157,1.164465,6.102848,0.296026,73852968.810456
140.142425,2.165034,6.237666,0.236757,32881677.865941
140.055537,2.960737,1.080247,0.136046,19192915.578229
140.358955,3.125772,0.592024,0.196302,20299580.631347
