# Run exit points.  Columns are r (AU), th (rad), ph (rad), ek (GeV), s (s).  Made with my code. 
140.029454,0.763980,1.608772,0.038871,15109961.071679
142.895660,0.004528,5.904024,0.608748,18612094.075191
141.532026,3.128517,1.597716,0.309915,29942414.380807
140.169174,3.097536,2.776288,0.372390,15442072.787518
144.199191,0.004080,4.230353,0.513940,49843685.353062
142.420538,3.138692,1.391994,0.674420,22995744.324460
140.438889,1.352006,2.118527,0.207754,43784890.537033
140.353973,2.486415,0.258559,0.060305,19555695.267828
140.147302,3.137210,0.688455,0.463299,26908154.976952
147.566585,3.138491,0.921450,0.482759,39288666.384051
140.545244,3.127058,0.714701,0.688014,23196956.152300
149.383660,3.136558,2.320717,0.397024,17248117.242234
140.010212,1.780989,2.434381,0.150009,34962612.085471
140.449924,2.226040,0.761220,0.848230,74686988.096860
140.990080,0.021976,5.352389,0.241180,61806065.117919
140.044585,1.850514,0.740852,0.151584,31345661.180174
152.485482,3.134589,3.203891,0.485336,62417554.594722
141.955663,3.139302,5.573831,0.193053,17141527.333434
140.108973,2.582942,5.846912,0.190559,26176611.602869
140.065276,3.128413,3.085595,0.404144,39804411.942774
140.150185,0.014245,5.244307,0.421953,30253956.114248
140.089063,3.137648,1.443195,0.610380,32313198.352338
142.175979,0.003279,2.315611,0.451432,33624067.230744
141.395073,0.007974,4.930633,0.426868,47284405.542810
146.524143,3.140695,0.696074,0.765513,65375518.063856
140.064263,0.567640,4.015102,0.064237,26641119.205431
149.138048,0.008224,3.186852,0.736110,38628182.949168
140.292270,0.504351,0.890553,0.076371,40012355.764855
140.604543,2.535247,5.605958,0.188975,33849589.037785
146.168020,3.139191,1.049054,0.558781,43110943.113670
142.579794,0.011770,3.619608,0.319155,22206978.999342
141.928121,3.127659,5.540574,1.119442,64553466.767212
150.464832,3.138535,3.607601,0.658605,37640449.794284
140.032667,3.037822,2.862311,0.033960,14752791.377280
140.053845,2.151210,0.771706,0.072628,17494209.031673
140.636318,0.319480,4.954356,0.198555,34465566.510748
143.892029,0.003393,2.117314,0.429564,53431090.283639
145.511926,0.007193,1.247620,0.517109,42294127.812546
141.940401,3.133707,0.101694,0.315797,21709185.425263
140.408919,3.137687,2.624925,0.743210,24875466.716143
140.858602,3.136584,0.584849,0.559619,19037331.711350
141.968123,0.002569,5.760419,0.477649,23474837.914539
145.238333,3.139914,3.309263,0.436448,36292180.947877
140.877447,0.003837,4.709268,0.374995,36239820.992677
141.494696,3.133816,1.018520,0.264386,19278187.505269
142.418476,0.007641,2.393798,0.717492,28297189.788479
142.203147,3.133031,6.068230,0.297760,35516131.611873
145.607263,3.140849,2.205897,0.569494,39480902.219572
140.890047,3.134981,0.969114,0.258276,30549041.861770
149.922539,0.002037,3.423641,0.638907,28424349.679680
140.288625,2.267991,3.987252,0.068998,13340942.585283
147.921352,3.139633,3.696573,0.343558,26365855.440950
141.902890,0.010238,5.898506,0.630738,42728341.441028
140.141152,0.011165,1.456583,0.638616,42205489.888385
140.296570,2.683912,2.356918,0.218315,20572600.397746
140.555750,0.002148,0.208057,0.774939,39980939.791735
145.015400,3.137750,2.713674,0.666263,32947875.809301
143.098722,0.002453,3.852659,0.489994,37153128.211241
140.606726,0.008931,0.911706,0.701816,28293823.791359
140.210694,2.224250,0.059514,0.535182,73978258.703257
140.037547,1.328325,5.138793,0.205327,24844050.743022
142.277014,0.007706,5.825613,1.087154,35502293.623713
145.098640,0.002423,2.437499,0.471867,22445964.794862
140.118118,3.137553,5.365334,0.186693,25343714.315505
151.560720,3.139060,3.697805,0.530754,19070617.682869
142.650315,0.007476,1.103866,0.624985,50249475.005864
140.214990,0.563019,5.829317,0.245935,48422112.569375
142.064200,3.139165,3.974849,0.653614,47505813.353371
140.114209,0.006284,3.773438,0.069010,11086472.514245
145.346779,0.007412,4.039524,0.587475,20038154.855027
145.863348,0.000564,4.840119,0.738074,24351867.164140
140.084652,2.424847,1.271203,0.116163,31199427.305293
144.560040,3.135506,5.644371,0.491882,24263229.239980
144.307795,3.138126,4.726482,0.469773,24257245.245100
140.668395,2.976299,5.448069,0.368094,27087300.823673
148.151757,3.136485,6.227313,0.627628,51720041.747631
140.536143,3.131777,5.059592,0.488465,34693332.315870
140.065652,2.478804,0.651787,0.120419,38541415.023408
154.207064,3.141303,5.531024,1.103391,63595653.586728
140.339960,3.112743,1.297208,0.693947,30217304.145608
149.173171,3.125745,3.800245,0.725659,52427275.142514
141.115857,3.131613,4.996358,0.541222,38384335.157807
140.316797,2.097755,0.996965,0.167241,26389417.420790
140.448356,1.193945,4.945412,0.075582,23938223.518058
145.028595,0.000148,2.464745,0.522637,22236898.973742
149.973340,0.006686,2.688113,0.274763,16229716.113596
147.778381,0.005370,0.622756,0.868745,47636339.241691
140.453699,0.012280,4.954656,0.362479,21593993.523824
141.694865,0.004160,2.898444,0.596725,32589584.115859
148.317941,0.001648,3.680261,0.589020,28336085.755199
140.029184,3.137874,2.694491,0.679099,45647408.943442
140.239467,3.087370,1.870157,0.215196,37649425.786604
140.378674,3.129744,2.466117,0.569070,19254625.525429
141.611027,0.003988,3.538428,0.374987,32621748.088340
153.938400,0.001916,3.458587,0.797629,23172272.173420
155.269182,3.135036,5.385030,0.425307,14221711.831681
152.082389,0.000955,2.588550,0.731349,61366989.493597
140.553215,0.112458,4.390741,0.313561,49815635.377062
140.168803,0.639466,3.188837,0.196782,43079901.140230
157.675327,0.004947,5.646010,0.694647,26609329.232631
140.118632,1.880953,5.334795,0.488186,48229128.734494
140.114231,2.171151,1.685400,0.138995,35755491.407075
145.877804,3.136124,2.280706,0.703789,26461973.358710
146.787326,0.004371,1.756497,0.648055,29649198.631685
147.611305,0.002880,3.160048,0.487100,31653462.916815
147.531120,3.122733,1.751912,0.632935,66464605.132021
140.126203,0.136828,3.112856,0.152197,19697441.146548
140.100439,0.516420,4.082113,0.274680,28711955.433601
142.331575,0.005945,5.927868,0.936692,24589356.960941
147.579662,3.140205,4.050763,0.363363,18753091.954550
149.299838,0.006271,5.094488,0.434483,18128886.488632
146.099148,0.004013,1.015252,0.553967,92043191.246703
144.023839,3.140221,1.497740,0.767518,34178708.756187
140.852575,3.133057,4.630821,0.474997,66181861.373940
144.631245,3.136167,2.409575,0.417605,44819747.651598
144.335751,3.134068,4.141959,0.469221,11273846.353925
147.155392,3.138059,4.384910,0.871447,24477531.056621
140.091673,2.248881,2.082987,0.100238,30430483.963209
140.189531,2.538410,3.710462,0.043288,9053410.253762
140.098343,0.004510,1.595175,0.282977,29531014.732805
140.092195,0.878759,5.276855,0.341301,36786608.524839
140.026821,3.137848,1.159923,0.349750,43706724.603913
140.208037,0.251169,5.868137,0.097317,22197255.007662
141.353911,3.137188,2.009016,0.667606,43605744.690312
140.569896,3.134973,5.462314,0.842134,23139734.201260
140.562553,2.091388,1.778770,0.487565,45903598.724243
140.169005,1.167637,3.380465,0.241703,53359282.345079
145.426703,0.003598,5.906437,0.468084,36277594.960357
140.034524,1.550592,4.734717,0.190826,48103838.841694
140.021338,0.528958,3.749994,0.219414,39577768.136693
150.780407,3.135854,1.635444,0.409090,23808071.629418
140.437753,0.000640,3.749773,0.733580,14763637.368000
150.747131,0.003230,2.139451,0.538136,21353137.729904
140.104199,2.243047,1.023157,0.223654,87370813.244441
144.036082,0.002146,5.318456,0.866903,65806365.695218
141.591173,0.000796,1.984292,0.356710,22676722.597421
141.499333,3.130142,1.867138,0.411743,18422476.237431
140.288495,2.014751,2.628722,0.083070,25587936.106546
142.745250,3.135704,0.302207,0.458863,42714503.452868
140.067580,2.618623,2.704650,0.198425,29850036.459846
140.223855,3.134543,1.305522,0.315879,48553012.457376
140.921188,0.037858,1.979961,0.044913,14556815.544960
141.988119,3.134495,4.658237,0.358509,29076979.121283
140.303644,1.946447,1.925631,0.167665,48126278.822494
140.406342,3.134110,1.609984,0.612150,77606429.598954
156.247864,3.136593,5.922883,0.740878,24181697.309739
140.278139,3.078213,3.002934,0.454669,50638808.672746
141.961035,0.004733,4.268836,0.210874,19046681.703350
142.725773,3.132763,2.182478,0.937048,30606637.812490
161.931422,3.138213,4.155942,0.706275,30848989.605131
152.334801,0.004893,1.685897,0.568714,33760203.114265
145.419166,3.138872,4.838351,0.487487,45500427.069201
140.945074,0.001282,0.615859,0.587541,26577913.259511
141.958268,0.006534,3.155864,0.284670,33118419.663382
140.898115,2.875072,0.047680,0.108640,17111607.359034
140.663691,0.009478,0.799306,0.677866,44596843.842317
143.444534,0.005289,6.052557,0.312422,22563774.694061
140.166317,0.766926,4.801838,0.066467,21096199.949745
146.326519,0.002192,0.796715,0.492388,29298760.931524
146.857212,0.002711,0.298687,0.595347,50461906.824105
140.082676,0.025239,3.649867,0.396233,52781452.839476
140.238220,3.123303,2.149619,0.188145,21076003.967025
140.222104,0.022072,4.650486,0.352927,31204289.301133
142.599485,3.135429,5.358241,0.916465,48933744.131618
140.622510,0.453899,0.377084,0.146043,28589283.538560
140.087689,0.489989,4.825697,0.090844,15867684.423357
155.589319,0.000397,5.375143,0.477474,65157476.250415
142.114983,0.007813,2.783820,0.752291,35397573.713313
143.461388,3.136056,5.966929,0.744322,23276992.083820
143.522771,0.006318,0.929548,0.760139,23833877.607338
140.108814,3.134181,1.450279,0.200655,14626005.485760
141.195217,3.136941,6.205948,0.306299,28320751.768319
151.728167,0.002655,0.408123,0.495813,77437381.743594
141.454995,3.138557,1.462669,0.568090,26495259.330230
140.027049,0.557306,5.083589,0.174175,24789820.789422
146.875257,3.133922,1.696378,0.830369,44522417.905996
141.099995,0.000641,4.553546,0.365057,33635287.221144
140.270466,1.230837,4.079835,0.193192,30302202.072969
140.109275,3.136216,0.267113,0.416973,56338189.796293
143.354434,3.137467,6.188787,0.375763,17092159.375674
140.691441,0.885641,3.229237,0.123934,18872023.852790
140.761646,0.098050,3.766944,0.059459,8589650.650562
155.380820,3.139718,6.044357,0.974113,28553005.569600
140.117130,1.689210,3.199879,0.128771,43639030.661832
146.847854,3.135672,4.680778,0.552859,59717650.904789
140.001049,3.128608,0.497396,0.355203,26637005.208951
143.317134,0.011914,1.076670,0.805277,43387328.877191
152.171252,3.137810,4.517308,0.527427,31330701.192973
141.910873,3.134147,3.178247,0.346442,12181543.577286
141.258015,0.018816,0.387995,0.342969,28166663.900158
144.547073,0.009357,4.813815,0.195858,12186405.573126
142.501342,3.136106,0.787159,0.433517,42155747.930945
140.708642,0.174079,0.729406,0.464135,19875090.994548
140.224639,3.118680,1.572128,0.602253,26801565.068152
140.252658,1.681524,0.096788,0.136800,27842780.177277
140.001123,0.138156,6.128972,0.158376,60947735.852315
142.100019,0.007653,3.734609,1.075730,55420020.581888
140.049294,2.095443,2.289488,0.589065,75095021.747742
140.663850,0.006618,3.140318,0.336616,45630204.958162
143.562148,0.006700,6.094368,0.406145,37432131.972523
140.251064,0.782721,4.857251,0.379264,46815035.944407
140.027890,1.005090,5.262955,0.240005,34691462.317469
145.298821,0.003570,4.136664,0.580289,32356208.315538
142.598230,0.005641,3.745494,0.365264,22300852.919022
151.230267,0.000679,3.550676,0.352495,16648221.755515
142.479450,3.134872,4.993434,0.389142,23447161.938219
140.059144,3.101575,3.769930,0.224954,33176763.613462
156.071999,0.001947,4.703905,0.648289,36730508.572839
140.104468,0.562783,3.535252,0.087447,23192094.156460
140.136910,2.439637,0.284965,0.171811,38433703.115567
142.846896,3.130827,5.077252,0.345640,33570959.276184
141.517091,0.001849,2.655292,0.469770,22402206.832302
141.914398,0.005018,5.100038,0.566019,65936517.583859
144.303719,3.140793,3.536268,0.532416,23898205.552298
149.042945,3.136753,3.536011,0.860273,20604390.370546
149.949309,3.139589,0.718322,0.608562,39253884.413811
156.576988,3.140537,0.443310,0.682593,49483523.661220
141.632947,3.136715,4.153924,0.675156,35492943.631713
142.993144,3.138880,3.787268,0.601926,31451129.089934
140.019947,2.088820,2.150820,0.066191,31072641.413772
140.084620,2.802673,2.334624,0.216518,53882507.897401
154.475302,0.004470,1.974331,0.868752,62038318.919200
140.048701,0.016945,1.488221,0.448305,42715625.451908
144.392961,0.006453,5.479673,0.448654,26299283.497909
143.217041,3.132951,1.635453,0.384524,19962980.919347
147.514516,3.139487,5.734476,1.369693,50333998.933544
140.386032,0.482315,4.009035,0.059643,21371463.714224
149.822614,0.005695,3.806156,0.529588,19122977.638069
140.415216,3.070585,1.152726,0.140299,19691831.151348
142.651497,3.140206,2.079092,0.394341,20280880.647347
142.184626,3.127482,3.228587,0.255950,19229941.546549
140.134745,0.010219,4.760288,0.246977,24489125.046701
142.218457,0.009515,3.053178,0.676977,29578138.692485
140.198895,0.014007,4.141276,0.624508,39086706.556850
142.840556,3.133329,0.942084,0.566785,16751819.666875
140.214528,0.998820,5.887834,0.468130,37583975.842603
146.125390,0.004869,6.002441,0.445590,51369978.047149
158.100396,0.001229,2.797917,0.965610,29188057.026243
140.145828,0.220772,0.045201,0.037162,12540209.270405
140.416864,0.371353,2.665358,0.427533,54586375.295164
151.168898,0.003751,0.194582,0.547955,24918850.679023
141.401767,3.137522,6.238748,0.446012,36630650.658279
142.627531,0.009048,4.911109,0.367704,37517403.899563
146.963396,3.139431,3.573255,0.352707,16542005.846395
140.034308,0.325065,3.814512,0.365985,25016090.595823
143.928201,0.003306,0.484933,0.516378,36804934.509160
145.018561,0.003188,6.136610,0.462716,16278336.071996
151.345616,0.003982,1.820113,0.406020,15138385.047359
141.082446,0.008179,5.599928,0.547639,23011826.310700
140.079682,2.116487,5.951371,0.082996,31316489.205133
140.026615,1.192004,3.865401,0.056443,17918698.668472
148.567492,3.135294,4.514583,0.619565,18413874.244791
145.307750,3.140420,0.710057,0.403351,17696916.858233
151.988463,0.006581,5.714238,0.525971,19460699.349109
141.063943,3.137501,2.215999,0.332306,43934116.409354
140.025680,1.039818,4.384895,0.042389,22895512.410221
161.596240,0.002413,2.302571,0.805115,29841060.467526
140.712560,0.005576,5.434589,0.311007,21313119.764144
141.481010,3.132869,5.410063,0.425003,38304299.226287
140.870221,0.001876,0.236701,0.370240,22578734.681261
141.552229,0.004828,5.344920,0.521387,67624752.139387
140.437186,0.006169,2.788769,0.547040,20726314.266226
142.861097,0.008721,2.977417,0.773042,77354727.814313
140.035710,0.953253,4.624293,0.056690,13138234.758723
142.438333,0.005490,3.971092,0.347431,26201295.581749
140.060093,0.008847,3.471917,0.702282,91937723.336943
142.965333,3.137337,4.681700,0.798331,34013774.897306
152.206523,0.000596,1.106318,0.586576,18555994.123191
140.343798,3.121330,0.214082,0.332313,32413804.266259
140.141044,2.246806,6.244957,0.090252,34990288.061791
142.765148,0.011608,2.017516,0.704928,47574255.294811
145.264906,3.138054,3.902639,0.889579,47659527.221851
140.126852,2.403448,2.054952,0.062588,26592873.246711
144.065785,3.140119,6.146179,0.650486,19700807.143668
141.097380,3.134369,3.138418,0.361480,30916309.547531
140.141123,2.972321,5.356498,0.119553,15857212.432317
140.231650,3.099001,4.454846,0.346381,21387919.700144
140.181422,0.743482,2.149973,0.133497,37541339.879083
140.274673,0.012004,0.341368,0.537554,31834478.761936
147.488137,0.005754,1.160833,0.530850,48096732.847773
142.453476,3.133462,2.622403,0.226295,15763712.512317
140.318587,0.008045,4.074728,0.339052,20682930.303346
140.794219,0.001321,2.182751,0.653205,27496830.473275
144.698691,3.124421,0.200633,0.252402,53098978.567797
147.129526,3.136686,1.820817,0.781607,29938674.384007
144.181182,3.133548,4.879888,0.437735,46533788.185046
144.551214,3.134861,3.580534,0.624617,28752721.398721
141.362814,3.134921,1.363181,0.313412,42241019.857986
160.420037,0.008383,2.424920,0.915248,73219413.352533
140.040515,1.620788,3.424287,0.144036,53391072.317879
140.408202,3.128775,2.830832,0.415745,30878909.579531
140.113067,0.001197,0.502962,0.638326,38877266.736049
149.984746,0.000540,2.480252,0.584988,19666773.172788
140.068220,0.499360,0.743225,0.438766,53167046.509558
140.080895,3.102333,0.853626,0.275350,33830515.054105
141.053637,3.115000,5.435662,0.461664,36509848.761638
160.742574,3.138995,1.918475,0.989454,26936578.952632
152.723783,0.000543,3.469622,1.103965,50333998.933544
147.669767,0.002535,0.929130,0.521607,22879804.423661
144.603658,0.010755,0.598370,0.632963,77292269.867753
140.184294,2.684612,3.035633,0.149323,28494287.619840
141.515058,0.015045,1.473578,0.726963,34885568.151390
141.019063,0.012481,3.523376,0.200535,31117895.375052
144.048891,0.010286,6.009778,0.635169,50346340.922984
140.647417,3.133693,0.028878,0.554058,23249690.107180
144.213429,3.136983,6.106923,0.382416,36825878.491240
156.555301,3.139232,3.028562,0.790264,20664230.319346
140.103155,2.581285,3.118874,0.401756,51403638.018349
140.059883,0.144373,0.573688,0.060033,25377000.287025
140.058668,2.204008,5.307497,0.089856,36675904.619559
144.630121,0.006504,0.831566,0.394586,14464063.624320
140.040606,3.115528,4.944646,0.409358,37367430.027882
141.831900,3.131520,2.132041,0.432975,19446113.361589
148.949496,0.003932,0.999474,0.487251,22710756.568301
154.389348,3.137139,3.298698,0.813034,66772032.868983
146.909113,0.001971,0.040020,0.606091,52320685.233714
141.994875,3.134188,5.042076,0.936954,31967622.648016
144.606301,0.002319,1.891874,0.364058,41299288.663741
144.193237,3.131336,5.915895,0.291505,54004057.793402
141.911933,0.001036,5.484221,0.196634,19050421.700150
142.968646,3.134881,1.009860,0.138670,34382538.581788
140.040345,1.268517,0.910451,0.159717,45975780.662483
140.089177,2.490918,5.009150,0.048715,12587707.229765
